date,rstar_2side,rstar_2side_lower,rstar_2side_upper,rstar_1side,output_gap_2side,output_gap_2side_lower,output_gap_2side_upper,output_gap_1side,unemployment_gap_2side,unemployment_gap_1side,trend_growth_2side,trend_growth_1side
2012Q3,0.806657,-1.269220,2.882534,0.710915,-3.479800,-6.682740,-0.276861,-3.068976,2.047265,1.801240,-0.449794,-0.442125
2012Q4,0.810014,-1.274892,2.894921,0.758051,-3.354954,-6.574870,-0.135037,-2.486766,1.962961,1.510750,-0.450487,-0.520017
2013Q1,0.813395,-1.280684,2.907473,0.755320,-2.842012,-6.079460,0.395436,-2.226887,1.802248,1.455947,-0.443891,-0.450554
2013Q2,0.816618,-1.286777,2.920014,0.702335,-2.568887,-5.824441,0.686668,-1.992184,1.633375,1.300458,-0.444122,-0.483615
2013Q3,0.819238,-1.293623,2.932099,0.784371,-1.915199,-5.189453,1.359055,-1.268818,1.375063,1.000925,-0.437911,-0.484182
2013Q4,0.822361,-1.300117,2.944839,0.823752,-1.309409,-4.602978,1.984160,-0.657803,1.068380,0.693211,-0.430549,-0.470080
2014Q1,0.825241,-1.307007,2.957490,0.733721,-1.365033,-4.678555,1.948489,-0.595605,0.889479,0.451732,-0.423890,-0.557631
2014Q2,0.827051,-1.315126,2.969229,0.920867,-0.508408,-3.842546,2.825731,0.548480,0.600741,0.080172,-0.401447,-0.549033
2014Q3,0.828854,-1.323412,2.981120,0.873905,0.099185,-3.256263,3.454633,0.736641,0.291164,-0.056059,-0.384814,-0.435088
2014Q4,0.830732,-1.331786,2.993251,0.847404,0.397920,-2.979562,3.775403,1.097684,0.027754,-0.318649,-0.378061,-0.466486
2015Q1,0.832422,-1.340516,3.005360,0.780814,0.700706,-2.699577,4.100989,1.052378,-0.207701,-0.395312,-0.368577,-0.413938
2015Q2,0.833949,-1.349579,3.017477,0.824365,1.033896,-2.390000,4.457792,1.369283,-0.401859,-0.628753,-0.362628,-0.379801
2015Q3,0.835795,-1.358497,3.030087,0.843095,1.291808,-2.156572,4.740189,1.809417,-0.567247,-0.828780,-0.356598,-0.444367
2015Q4,0.837935,-1.367299,3.043169,0.764244,1.231771,-2.242041,4.705583,1.637670,-0.651913,-0.861743,-0.344872,-0.441316
2016Q1,0.840239,-1.376118,3.056596,0.827179,1.346126,-2.154161,4.846413,1.998449,-0.715370,-1.027866,-0.330270,-0.443374
2016Q2,0.842520,-1.385145,3.070185,0.823133,1.318184,-2.209744,4.846113,2.023161,-0.736167,-1.108590,-0.316784,-0.415150
2016Q3,0.844488,-1.394674,3.083651,0.815010,1.583495,-1.973392,5.140382,2.071659,-0.800738,-1.073799,-0.303390,-0.376897
2016Q4,0.846113,-1.404741,3.096966,0.795082,1.823719,-1.763571,5.411009,2.214389,-0.903012,-1.117667,-0.291670,-0.380863
2017Q1,0.847521,-1.415223,3.110265,0.858702,2.207701,-1.411692,5.827095,2.697858,-1.058471,-1.303690,-0.277176,-0.368127
2017Q2,0.848834,-1.425997,3.123665,0.817326,2.377245,-1.277158,6.031647,2.800279,-1.203596,-1.388047,-0.264764,-0.365346
2017Q3,0.849410,-1.437683,3.136504,0.770479,2.598269,-1.098161,6.294699,2.665961,-1.338864,-1.372364,-0.253060,-0.294988
2017Q4,0.849410,-1.449993,3.148813,0.849410,3.100804,-0.653221,6.854828,3.100804,-1.530211,-1.530211,-0.246450,-0.246450
