date,rstar_2side,rstar_2side_lower,rstar_2side_upper,rstar_1side,output_gap_2side,output_gap_2side_lower,output_gap_2side_upper,output_gap_1side,unemployment_gap_2side,unemployment_gap_1side,trend_growth_2side,trend_growth_1side
2014Q4,1.597989,-0.375940,3.571918,1.431088,0.647954,-1.466837,2.762745,1.287594,-0.294402,-0.812255,-0.190088,-0.246663
2015Q1,1.601193,-0.379076,3.581463,1.342195,0.885031,-1.230550,3.000612,1.059081,-0.588679,-0.735169,-0.188534,-0.196938
2015Q2,1.604440,-0.382259,3.591139,1.401811,1.050057,-1.066349,3.166463,1.348271,-0.779410,-1.044459,-0.189777,-0.190500
2015Q3,1.608049,-0.385172,3.601270,1.348591,0.975218,-1.142052,3.092489,1.200003,-0.841373,-1.025217,-0.190652,-0.211908
2015Q4,1.612000,-0.387836,3.611836,1.274538,0.681021,-1.437158,2.799200,0.865477,-0.767253,-0.898321,-0.186863,-0.230196
2016Q1,1.616217,-0.390328,3.622762,1.311318,0.689953,-1.429186,2.809091,1.111000,-0.693368,-1.007113,-0.177964,-0.253259
2016Q2,1.620596,-0.392753,3.633945,1.345207,0.525094,-1.595060,2.645249,1.223155,-0.578224,-1.115480,-0.166333,-0.268299
2016Q3,1.625020,-0.395229,3.645270,1.311374,0.699149,-1.422086,2.820384,1.220333,-0.571587,-0.964673,-0.152413,-0.240120
2016Q4,1.629393,-0.397855,3.656642,1.260158,0.706660,-1.415729,2.829050,1.095212,-0.592150,-0.866345,-0.138614,-0.228000
2017Q1,1.633663,-0.400683,3.668008,1.290334,1.007237,-1.116392,3.130865,1.396943,-0.717266,-0.995027,-0.123575,-0.208827
2017Q2,1.637824,-0.403719,3.679366,1.221387,1.049587,-1.075377,3.174552,1.196912,-0.829242,-0.898058,-0.110115,-0.186865
2017Q3,1.641452,-0.407389,3.690292,1.174525,1.277286,-0.849124,3.403697,1.095554,-0.975543,-0.781568,-0.097614,-0.138805
2017Q4,1.644531,-0.411710,3.700771,1.221094,1.829579,-0.298407,3.957564,1.437307,-1.266769,-0.920765,-0.089034,-0.087786
2018Q1,1.647401,-0.416343,3.711144,1.292802,1.916631,-0.213076,4.046338,1.645309,-1.489158,-1.255573,-0.086203,-0.079159
2018Q2,1.650096,-0.421255,3.721446,1.266137,1.911374,-0.220224,4.042973,1.469239,-1.628875,-1.255812,-0.084650,-0.064848
2018Q3,1.652903,-0.426160,3.731966,1.172164,1.963455,-0.170230,4.097140,1.107594,-1.710529,-0.983633,-0.082384,-0.048495
2018Q4,1.655606,-0.431274,3.742487,1.169444,1.526083,-0.609915,3.662080,0.884843,-1.575762,-1.006536,-0.078107,-0.083658
2019Q1,1.657647,-0.437158,3.752452,1.143189,1.915508,-0.223061,4.054078,0.901837,-1.606371,-0.734369,-0.069067,-0.041395
2019Q2,1.658791,-0.444046,3.761627,1.156380,2.204153,0.062711,4.345595,1.012600,-1.739671,-0.714090,-0.062721,-0.027777
2019Q3,1.659102,-0.451874,3.770078,1.142293,2.755578,0.610918,4.900238,1.015782,-2.042943,-0.578078,-0.058427,0.045906
2019Q4,1.660001,-0.459224,3.779225,1.103737,2.838894,0.690619,4.987170,0.715971,-2.305443,-0.532544,-0.072667,0.080499
2020Q1,1.667797,-0.459785,3.795379,1.044937,1.353230,-0.799117,3.505577,-0.152869,-1.923259,-0.617598,-0.101508,-0.040898
2020Q2,1.677699,-0.458350,3.813747,-0.022171,-7.219583,-9.376527,-5.062640,-9.138348,1.455914,2.941040,-0.125690,0.084068
2020Q3,1.683136,-0.461489,3.827761,0.863454,-0.251526,-2.413665,1.910612,-1.053045,1.521154,2.236832,-0.100391,-0.127855
2020Q4,1.687411,-0.465901,3.840723,0.963409,0.332961,-1.835059,2.500982,-0.088087,1.111458,1.619977,-0.071581,-0.238239
2021Q1,1.690271,-0.471838,3.852380,1.184178,1.370818,-0.803866,3.545503,1.127059,0.110223,0.415311,-0.040006,-0.144499
2021Q2,1.692157,-0.478859,3.863172,1.500375,2.524277,0.342037,4.706516,2.485809,-1.299412,-1.282714,-0.025269,-0.005865
2021Q3,1.693140,-0.486892,3.873172,1.551131,2.803959,0.613153,4.994765,2.840895,-1.942661,-1.982399,-0.026838,-0.019862
2021Q4,1.694211,-0.494948,3.883370,1.717636,3.951465,1.750944,6.151985,4.020615,-2.722261,-2.813869,-0.027066,0.006956
2022Q1,1.696580,-0.501814,3.894974,1.793501,2.837292,0.625757,5.048828,3.913378,-2.784339,-3.674607,-0.030610,-0.112586
2022Q2,1.699592,-0.508146,3.907329,1.715966,2.470772,0.246749,4.694795,3.752045,-2.585846,-3.604883,-0.020562,-0.166619
2022Q3,1.702832,-0.514357,3.920021,1.756594,2.589090,0.350910,4.827270,4.159672,-2.434159,-3.682726,-0.002009,-0.179088
2022Q4,1.706364,-0.520382,3.933111,1.732444,2.643985,0.389752,4.898218,4.157346,-2.321075,-3.524982,0.018020,-0.150996
2023Q1,1.710089,-0.526320,3.946499,1.724707,2.372335,0.099887,4.644783,4.006994,-2.227617,-3.527658,0.036507,-0.143584
2023Q2,1.713384,-0.532793,3.959560,1.679436,2.325766,0.032621,4.618912,3.733551,-2.158922,-3.277532,0.053441,-0.099312
2023Q3,1.715955,-0.540090,3.972001,1.532352,2.746968,0.430251,5.063685,3.151548,-2.252815,-2.571557,0.064316,0.021024
2023Q4,1.718104,-0.547912,3.984119,1.452366,2.863543,0.519884,5.207202,2.609102,-2.374112,-2.177037,0.063531,0.103512
2024Q1,1.719709,-0.556375,3.995793,1.594566,2.631580,0.256968,5.006192,2.778447,-2.393456,-2.543896,0.053638,0.087422
2024Q2,1.720452,-0.565797,4.006701,1.538996,2.841514,0.431094,5.251934,2.344073,-2.464380,-2.112188,0.038559,0.154105
2024Q3,1.720533,-0.575975,4.017042,1.490363,2.996196,0.543986,5.448406,1.871761,-2.544455,-1.705572,0.015906,0.209477
2024Q4,1.721338,-0.585521,4.028197,1.512076,2.831417,0.329914,5.332920,1.620977,-2.543818,-1.634906,-0.009698,0.185831
2025Q1,1.722777,-0.594523,4.040077,1.510149,1.063409,-1.496943,3.623761,0.842746,-1.917651,-1.746151,-0.029766,-0.002789
2025Q2,1.723410,-0.604418,4.051237,1.502714,1.419357,-1.212172,4.050886,0.982765,-1.557334,-1.194099,-0.030725,-0.002263
2025Q3,1.723708,-0.614731,4.062148,1.561348,1.872176,-0.846556,4.590909,1.230068,-1.484324,-0.970602,-0.032151,0.033836
2025Q4,1.723967,-0.625167,4.073101,1.531214,1.355738,-1.471496,4.182971,0.763934,-1.327636,-0.841012,-0.037281,0.006390
2026Q1,1.723998,-0.635911,4.083908,1.731468,1.476934,-1.486987,4.440854,1.497883,-1.345146,-1.370721,-0.038162,-0.030376
2026Q2,1.723998,-0.646702,4.094699,1.723998,1.360441,-1.776835,4.497718,1.360441,-1.284507,-1.284507,-0.038903,-0.038903
